Sub_District_PK,SubDistrict,District,State
Alangudi|Pudukkottai|Tamil Nadu,Alangudi,Pudukkottai,Tamil Nadu
Aranthangi|Pudukkottai|Tamil Nadu,Aranthangi,Pudukkottai,Tamil Nadu
Avudayarkoil|Pudukkottai|Tamil Nadu,Avudayarkoil,Pudukkottai,Tamil Nadu
Gandarvakkottai|Pudukkottai|Tamil Nadu,Gandarvakkottai,Pudukkottai,Tamil Nadu
Iluppur|Pudukkottai|Tamil Nadu,Iluppur,Pudukkottai,Tamil Nadu
Karambakudi|Pudukkottai|Tamil Nadu,Karambakudi,Pudukkottai,Tamil Nadu
Kulathur|Pudukkottai|Tamil Nadu,Kulathur,Pudukkottai,Tamil Nadu
Manamelkudi|Pudukkottai|Tamil Nadu,Manamelkudi,Pudukkottai,Tamil Nadu
Ponnamaravathi|Pudukkottai|Tamil Nadu,Ponnamaravathi,Pudukkottai,Tamil Nadu
Pudukkottai|Pudukkottai|Tamil Nadu,Pudukkottai,Pudukkottai,Tamil Nadu
Thirumayam|Pudukkottai|Tamil Nadu,Thirumayam,Pudukkottai,Tamil Nadu
Viralimalai|Pudukkottai|Tamil Nadu,Viralimalai,Pudukkottai,Tamil Nadu
Kadaladi|Ramanathapuram|Tamil Nadu,Kadaladi,Ramanathapuram,Tamil Nadu
Kamuthi|Ramanathapuram|Tamil Nadu,Kamuthi,Ramanathapuram,Tamil Nadu
Kilakarai|Ramanathapuram|Tamil Nadu,Kilakarai,Ramanathapuram,Tamil Nadu
Mudukulathur|Ramanathapuram|Tamil Nadu,Mudukulathur,Ramanathapuram,Tamil Nadu
Paramakudi|Ramanathapuram|Tamil Nadu,Paramakudi,Ramanathapuram,Tamil Nadu
Rajasingamangalam|Ramanathapuram|Tamil Nadu,Rajasingamangalam,Ramanathapuram,Tamil Nadu
Ramanathapuram|Ramanathapuram|Tamil Nadu,Ramanathapuram,Ramanathapuram,Tamil Nadu
Rameswaram|Ramanathapuram|Tamil Nadu,Rameswaram,Ramanathapuram,Tamil Nadu
Tiruvadanai|Ramanathapuram|Tamil Nadu,Tiruvadanai,Ramanathapuram,Tamil Nadu
Arakonam|Ranipet|Tamil Nadu,Arakonam,Ranipet,Tamil Nadu
Arcot|Ranipet|Tamil Nadu,Arcot,Ranipet,Tamil Nadu
Kalavai|Ranipet|Tamil Nadu,Kalavai,Ranipet,Tamil Nadu
Nemili|Ranipet|Tamil Nadu,Nemili,Ranipet,Tamil Nadu
Sholinghur|Ranipet|Tamil Nadu,Sholinghur,Ranipet,Tamil Nadu
Wallajah|Ranipet|Tamil Nadu,Wallajah,Ranipet,Tamil Nadu
Attur|Salem|Tamil Nadu,Attur,Salem,Tamil Nadu
Edappadi|Salem|Tamil Nadu,Edappadi,Salem,Tamil Nadu
Gangavalli|Salem|Tamil Nadu,Gangavalli,Salem,Tamil Nadu
Kadayampatti|Salem|Tamil Nadu,Kadayampatti,Salem,Tamil Nadu
Mettur|Salem|Tamil Nadu,Mettur,Salem,Tamil Nadu
Omalur|Salem|Tamil Nadu,Omalur,Salem,Tamil Nadu
Pethanaickanpalayam|Salem|Tamil Nadu,Pethanaickanpalayam,Salem,Tamil Nadu
Salem|Salem|Tamil Nadu,Salem,Salem,Tamil Nadu
Salem South|Salem|Tamil Nadu,Salem South,Salem,Tamil Nadu
Salem West|Salem|Tamil Nadu,Salem West,Salem,Tamil Nadu
Sankari|Salem|Tamil Nadu,Sankari,Salem,Tamil Nadu
Thalaivasal|Salem|Tamil Nadu,Thalaivasal,Salem,Tamil Nadu
Vazhapadi|Salem|Tamil Nadu,Vazhapadi,Salem,Tamil Nadu
Yercaud|Salem|Tamil Nadu,Yercaud,Salem,Tamil Nadu
Devakottai|Sivaganga|Tamil Nadu,Devakottai,Sivaganga,Tamil Nadu
Ilayangudi|Sivaganga|Tamil Nadu,Ilayangudi,Sivaganga,Tamil Nadu
Kalaiyarkoil|Sivaganga|Tamil Nadu,Kalaiyarkoil,Sivaganga,Tamil Nadu
Karaikkudi|Sivaganga|Tamil Nadu,Karaikkudi,Sivaganga,Tamil Nadu
Manamadurai|Sivaganga|Tamil Nadu,Manamadurai,Sivaganga,Tamil Nadu
Singampunari|Sivaganga|Tamil Nadu,Singampunari,Sivaganga,Tamil Nadu
Sivaganga|Sivaganga|Tamil Nadu,Sivaganga,Sivaganga,Tamil Nadu
Thiruppathur|Sivaganga|Tamil Nadu,Thiruppathur,Sivaganga,Tamil Nadu
Thiruppuvanam|Sivaganga|Tamil Nadu,Thiruppuvanam,Sivaganga,Tamil Nadu
Alangulam|Tenkasi|Tamil Nadu,Alangulam,Tenkasi,Tamil Nadu
Kadayanallur|Tenkasi|Tamil Nadu,Kadayanallur,Tenkasi,Tamil Nadu
Sankarankoil|Tenkasi|Tamil Nadu,Sankarankoil,Tenkasi,Tamil Nadu
Shenkottai|Tenkasi|Tamil Nadu,Shenkottai,Tenkasi,Tamil Nadu
Sivagiri|Tenkasi|Tamil Nadu,Sivagiri,Tenkasi,Tamil Nadu
Tenkasi|Tenkasi|Tamil Nadu,Tenkasi,Tenkasi,Tamil Nadu
Tiruvengadam|Tenkasi|Tamil Nadu,Tiruvengadam,Tenkasi,Tamil Nadu
Veerakeralamputhur|Tenkasi|Tamil Nadu,Veerakeralamputhur,Tenkasi,Tamil Nadu
Budalur|Thanjavur|Tamil Nadu,Budalur,Thanjavur,Tamil Nadu
Kumbakonam|Thanjavur|Tamil Nadu,Kumbakonam,Thanjavur,Tamil Nadu
Orathanadu|Thanjavur|Tamil Nadu,Orathanadu,Thanjavur,Tamil Nadu
Papanasam|Thanjavur|Tamil Nadu,Papanasam,Thanjavur,Tamil Nadu
Pattukkottai|Thanjavur|Tamil Nadu,Pattukkottai,Thanjavur,Tamil Nadu
Peravurani|Thanjavur|Tamil Nadu,Peravurani,Thanjavur,Tamil Nadu
Thanjavur|Thanjavur|Tamil Nadu,Thanjavur,Thanjavur,Tamil Nadu
Thiruvaiyaru|Thanjavur|Tamil Nadu,Thiruvaiyaru,Thanjavur,Tamil Nadu
Thiruvidaimarudur|Thanjavur|Tamil Nadu,Thiruvidaimarudur,Thanjavur,Tamil Nadu
Coonoor|The Nilgiris|Tamil Nadu,Coonoor,The Nilgiris,Tamil Nadu
Gudalur|The Nilgiris|Tamil Nadu,Gudalur,The Nilgiris,Tamil Nadu
Kotagiri|The Nilgiris|Tamil Nadu,Kotagiri,The Nilgiris,Tamil Nadu
Kundah|The Nilgiris|Tamil Nadu,Kundah,The Nilgiris,Tamil Nadu
Panthalur|The Nilgiris|Tamil Nadu,Panthalur,The Nilgiris,Tamil Nadu
Udhagamandalam|The Nilgiris|Tamil Nadu,Udhagamandalam,The Nilgiris,Tamil Nadu
Andipatti|Theni|Tamil Nadu,Andipatti,Theni,Tamil Nadu
Bodinayakanur|Theni|Tamil Nadu,Bodinayakanur,Theni,Tamil Nadu
Periyakulam|Theni|Tamil Nadu,Periyakulam,Theni,Tamil Nadu
Theni|Theni|Tamil Nadu,Theni,Theni,Tamil Nadu
Uthamapalayam|Theni|Tamil Nadu,Uthamapalayam,Theni,Tamil Nadu
Eral|Thoothukudi|Tamil Nadu,Eral,Thoothukudi,Tamil Nadu
Ettayapuram|Thoothukudi|Tamil Nadu,Ettayapuram,Thoothukudi,Tamil Nadu
Kayathar|Thoothukudi|Tamil Nadu,Kayathar,Thoothukudi,Tamil Nadu
Kovilpatti|Thoothukudi|Tamil Nadu,Kovilpatti,Thoothukudi,Tamil Nadu
Ottapidaram|Thoothukudi|Tamil Nadu,Ottapidaram,Thoothukudi,Tamil Nadu
Sathankulam|Thoothukudi|Tamil Nadu,Sathankulam,Thoothukudi,Tamil Nadu
Srivaikuntam|Thoothukudi|Tamil Nadu,Srivaikuntam,Thoothukudi,Tamil Nadu
Thoothukkudi|Thoothukudi|Tamil Nadu,Thoothukkudi,Thoothukudi,Tamil Nadu
Tiruchendur|Thoothukudi|Tamil Nadu,Tiruchendur,Thoothukudi,Tamil Nadu
Vilathikulam|Thoothukudi|Tamil Nadu,Vilathikulam,Thoothukudi,Tamil Nadu
Lalgudi|Tiruchirappalli|Tamil Nadu,Lalgudi,Tiruchirappalli,Tamil Nadu
Manachanallur|Tiruchirappalli|Tamil Nadu,Manachanallur,Tiruchirappalli,Tamil Nadu
Manapparai|Tiruchirappalli|Tamil Nadu,Manapparai,Tiruchirappalli,Tamil Nadu
Marungapuri|Tiruchirappalli|Tamil Nadu,Marungapuri,Tiruchirappalli,Tamil Nadu
Musiri|Tiruchirappalli|Tamil Nadu,Musiri,Tiruchirappalli,Tamil Nadu
Srirangam|Tiruchirappalli|Tamil Nadu,Srirangam,Tiruchirappalli,Tamil Nadu
Thiruverumbur|Tiruchirappalli|Tamil Nadu,Thiruverumbur,Tiruchirappalli,Tamil Nadu
Thottiyam|Tiruchirappalli|Tamil Nadu,Thottiyam,Tiruchirappalli,Tamil Nadu
Thuraiyur|Tiruchirappalli|Tamil Nadu,Thuraiyur,Tiruchirappalli,Tamil Nadu
Tiruchirappalli|Tiruchirappalli|Tamil Nadu,Tiruchirappalli,Tiruchirappalli,Tamil Nadu
Tiruchirappalli East|Tiruchirappalli|Tamil Nadu,Tiruchirappalli East,Tiruchirappalli,Tamil Nadu
Ambasamudram|Tirunelveli|Tamil Nadu,Ambasamudram,Tirunelveli,Tamil Nadu
Cheranmahadevi|Tirunelveli|Tamil Nadu,Cheranmahadevi,Tirunelveli,Tamil Nadu
Manur|Tirunelveli|Tamil Nadu,Manur,Tirunelveli,Tamil Nadu
Nanguneri|Tirunelveli|Tamil Nadu,Nanguneri,Tirunelveli,Tamil Nadu
Palayamkottai|Tirunelveli|Tamil Nadu,Palayamkottai,Tirunelveli,Tamil Nadu
Radhapuram|Tirunelveli|Tamil Nadu,Radhapuram,Tirunelveli,Tamil Nadu
Tirunelveli|Tirunelveli|Tamil Nadu,Tirunelveli,Tirunelveli,Tamil Nadu
Tisayanvilai|Tirunelveli|Tamil Nadu,Tisayanvilai,Tirunelveli,Tamil Nadu
Ambur|Tirupathur|Tamil Nadu,Ambur,Tirupathur,Tamil Nadu
Natrampalli|Tirupathur|Tamil Nadu,Natrampalli,Tirupathur,Tamil Nadu
Tirupathur|Tirupathur|Tamil Nadu,Tirupathur,Tirupathur,Tamil Nadu
Vaniyambadi|Tirupathur|Tamil Nadu,Vaniyambadi,Tirupathur,Tamil Nadu
Avanashi|Tiruppur|Tamil Nadu,Avanashi,Tiruppur,Tamil Nadu
Dharapuram|Tiruppur|Tamil Nadu,Dharapuram,Tiruppur,Tamil Nadu
Kangeyam|Tiruppur|Tamil Nadu,Kangeyam,Tiruppur,Tamil Nadu
Madathukulam|Tiruppur|Tamil Nadu,Madathukulam,Tiruppur,Tamil Nadu
Palladam|Tiruppur|Tamil Nadu,Palladam,Tiruppur,Tamil Nadu
Tiruppur North|Tiruppur|Tamil Nadu,Tiruppur North,Tiruppur,Tamil Nadu
Tiruppur South|Tiruppur|Tamil Nadu,Tiruppur South,Tiruppur,Tamil Nadu
Udumalaipettai|Tiruppur|Tamil Nadu,Udumalaipettai,Tiruppur,Tamil Nadu
Uthukuli|Tiruppur|Tamil Nadu,Uthukuli,Tiruppur,Tamil Nadu
Avadi|Tiruvallur|Tamil Nadu,Avadi,Tiruvallur,Tamil Nadu
Gummidipoondi|Tiruvallur|Tamil Nadu,Gummidipoondi,Tiruvallur,Tamil Nadu
Pallipattu|Tiruvallur|Tamil Nadu,Pallipattu,Tiruvallur,Tamil Nadu
Ponneri|Tiruvallur|Tamil Nadu,Ponneri,Tiruvallur,Tamil Nadu
Poonamallee|Tiruvallur|Tamil Nadu,Poonamallee,Tiruvallur,Tamil Nadu
RK Pet|Tiruvallur|Tamil Nadu,RK Pet,Tiruvallur,Tamil Nadu
Thiruvallur|Tiruvallur|Tamil Nadu,Thiruvallur,Tiruvallur,Tamil Nadu
Tiruttani|Tiruvallur|Tamil Nadu,Tiruttani,Tiruvallur,Tamil Nadu
Uthukkottai|Tiruvallur|Tamil Nadu,Uthukkottai,Tiruvallur,Tamil Nadu
Arani|Tiruvannamalai|Tamil Nadu,Arani,Tiruvannamalai,Tamil Nadu
Chengam|Tiruvannamalai|Tamil Nadu,Chengam,Tiruvannamalai,Tamil Nadu
Chetpet|Tiruvannamalai|Tamil Nadu,Chetpet,Tiruvannamalai,Tamil Nadu
Cheyyar|Tiruvannamalai|Tamil Nadu,Cheyyar,Tiruvannamalai,Tamil Nadu
Jamunamarathoor|Tiruvannamalai|Tamil Nadu,Jamunamarathoor,Tiruvannamalai,Tamil Nadu
Kalasapakkam|Tiruvannamalai|Tamil Nadu,Kalasapakkam,Tiruvannamalai,Tamil Nadu
Kilpennathur|Tiruvannamalai|Tamil Nadu,Kilpennathur,Tiruvannamalai,Tamil Nadu
Polur|Tiruvannamalai|Tamil Nadu,Polur,Tiruvannamalai,Tamil Nadu
Thandrampet|Tiruvannamalai|Tamil Nadu,Thandrampet,Tiruvannamalai,Tamil Nadu
Tiruvannamalai|Tiruvannamalai|Tamil Nadu,Tiruvannamalai,Tiruvannamalai,Tamil Nadu
Vandavasi|Tiruvannamalai|Tamil Nadu,Vandavasi,Tiruvannamalai,Tamil Nadu
Vembakkam|Tiruvannamalai|Tamil Nadu,Vembakkam,Tiruvannamalai,Tamil Nadu
Koothanallur|Tiruvarur|Tamil Nadu,Koothanallur,Tiruvarur,Tamil Nadu
Kudavasal|Tiruvarur|Tamil Nadu,Kudavasal,Tiruvarur,Tamil Nadu
Mannargudi|Tiruvarur|Tamil Nadu,Mannargudi,Tiruvarur,Tamil Nadu
Nannilam|Tiruvarur|Tamil Nadu,Nannilam,Tiruvarur,Tamil Nadu
Needamangalam|Tiruvarur|Tamil Nadu,Needamangalam,Tiruvarur,Tamil Nadu
Thiruthuraipoondi|Tiruvarur|Tamil Nadu,Thiruthuraipoondi,Tiruvarur,Tamil Nadu
Thiruvarur|Tiruvarur|Tamil Nadu,Thiruvarur,Tiruvarur,Tamil Nadu
Valangaiman|Tiruvarur|Tamil Nadu,Valangaiman,Tiruvarur,Tamil Nadu
Anaicut|Vellore|Tamil Nadu,Anaicut,Vellore,Tamil Nadu
Gudiyatham|Vellore|Tamil Nadu,Gudiyatham,Vellore,Tamil Nadu
Katpadi|Vellore|Tamil Nadu,Katpadi,Vellore,Tamil Nadu
KV Kuppam|Vellore|Tamil Nadu,KV Kuppam,Vellore,Tamil Nadu
Pernambut|Vellore|Tamil Nadu,Pernambut,Vellore,Tamil Nadu
Vellore|Vellore|Tamil Nadu,Vellore,Vellore,Tamil Nadu
Gingee|Viluppuram|Tamil Nadu,Gingee,Viluppuram,Tamil Nadu
Kandachipuram|Viluppuram|Tamil Nadu,Kandachipuram,Viluppuram,Tamil Nadu
Marakanam|Viluppuram|Tamil Nadu,Marakanam,Viluppuram,Tamil Nadu
Melmalaiyanur|Viluppuram|Tamil Nadu,Melmalaiyanur,Viluppuram,Tamil Nadu
Thiruvennainallur|Viluppuram|Tamil Nadu,Thiruvennainallur,Viluppuram,Tamil Nadu
Tindivanam|Viluppuram|Tamil Nadu,Tindivanam,Viluppuram,Tamil Nadu
Vanur|Viluppuram|Tamil Nadu,Vanur,Viluppuram,Tamil Nadu
Vikravandi|Viluppuram|Tamil Nadu,Vikravandi,Viluppuram,Tamil Nadu
Viluppuram|Viluppuram|Tamil Nadu,Viluppuram,Viluppuram,Tamil Nadu
Aruppukkottai|Virudhunagar|Tamil Nadu,Aruppukkottai,Virudhunagar,Tamil Nadu
Kariapatti|Virudhunagar|Tamil Nadu,Kariapatti,Virudhunagar,Tamil Nadu
Rajapalayam|Virudhunagar|Tamil Nadu,Rajapalayam,Virudhunagar,Tamil Nadu
Sattur|Virudhunagar|Tamil Nadu,Sattur,Virudhunagar,Tamil Nadu
Sivakasi|Virudhunagar|Tamil Nadu,Sivakasi,Virudhunagar,Tamil Nadu
Srivilliputhur|Virudhunagar|Tamil Nadu,Srivilliputhur,Virudhunagar,Tamil Nadu
Tiruchuli|Virudhunagar|Tamil Nadu,Tiruchuli,Virudhunagar,Tamil Nadu
Vembakottai|Virudhunagar|Tamil Nadu,Vembakottai,Virudhunagar,Tamil Nadu
Virudhunagar|Virudhunagar|Tamil Nadu,Virudhunagar,Virudhunagar,Tamil Nadu
Watrap|Virudhunagar|Tamil Nadu,Watrap,Virudhunagar,Tamil Nadu
Adilabad Rural|Adilabad|Telangana,Adilabad Rural,Adilabad,Telangana
Adilabad Urban|Adilabad|Telangana,Adilabad Urban,Adilabad,Telangana
Bazarhathnoor|Adilabad|Telangana,Bazarhathnoor,Adilabad,Telangana
Bela|Adilabad|Telangana,Bela,Adilabad,Telangana
Bheempur|Adilabad|Telangana,Bheempur,Adilabad,Telangana
Boath|Adilabad|Telangana,Boath,Adilabad,Telangana
Gadiguda|Adilabad|Telangana,Gadiguda,Adilabad,Telangana
Gudihathnoor|Adilabad|Telangana,Gudihathnoor,Adilabad,Telangana
Ichoda|Adilabad|Telangana,Ichoda,Adilabad,Telangana
Inderavelly|Adilabad|Telangana,Inderavelly,Adilabad,Telangana
Jainad|Adilabad|Telangana,Jainad,Adilabad,Telangana
Mavala|Adilabad|Telangana,Mavala,Adilabad,Telangana
Narnoor|Adilabad|Telangana,Narnoor,Adilabad,Telangana
Neradigonda|Adilabad|Telangana,Neradigonda,Adilabad,Telangana
Sirikonda|Adilabad|Telangana,Sirikonda,Adilabad,Telangana
Talamadugu|Adilabad|Telangana,Talamadugu,Adilabad,Telangana
Tamsi|Adilabad|Telangana,Tamsi,Adilabad,Telangana
Utnoor|Adilabad|Telangana,Utnoor,Adilabad,Telangana
Allapalli|Bhadradri Kothagudem|Telangana,Allapalli,Bhadradri Kothagudem,Telangana
Annapureddypalli|Bhadradri Kothagudem|Telangana,Annapureddypalli,Bhadradri Kothagudem,Telangana
Aswapuram|Bhadradri Kothagudem|Telangana,Aswapuram,Bhadradri Kothagudem,Telangana
Aswaraopeta|Bhadradri Kothagudem|Telangana,Aswaraopeta,Bhadradri Kothagudem,Telangana
Bhadrachalam|Bhadradri Kothagudem|Telangana,Bhadrachalam,Bhadradri Kothagudem,Telangana
Burgampahad|Bhadradri Kothagudem|Telangana,Burgampahad,Bhadradri Kothagudem,Telangana
Chandrugonda|Bhadradri Kothagudem|Telangana,Chandrugonda,Bhadradri Kothagudem,Telangana
Cherla|Bhadradri Kothagudem|Telangana,Cherla,Bhadradri Kothagudem,Telangana
Chunchupalli|Bhadradri Kothagudem|Telangana,Chunchupalli,Bhadradri Kothagudem,Telangana
Dammapeta|Bhadradri Kothagudem|Telangana,Dammapeta,Bhadradri Kothagudem,Telangana
Dummugudem|Bhadradri Kothagudem|Telangana,Dummugudem,Bhadradri Kothagudem,Telangana
Gundala|Bhadradri Kothagudem|Telangana,Gundala,Bhadradri Kothagudem,Telangana
Julurpad|Bhadradri Kothagudem|Telangana,Julurpad,Bhadradri Kothagudem,Telangana
Karakagudem|Bhadradri Kothagudem|Telangana,Karakagudem,Bhadradri Kothagudem,Telangana
Kothagudem|Bhadradri Kothagudem|Telangana,Kothagudem,Bhadradri Kothagudem,Telangana
Laxmidevipalli|Bhadradri Kothagudem|Telangana,Laxmidevipalli,Bhadradri Kothagudem,Telangana
Manuguru|Bhadradri Kothagudem|Telangana,Manuguru,Bhadradri Kothagudem,Telangana
Mulkalapalle|Bhadradri Kothagudem|Telangana,Mulkalapalle,Bhadradri Kothagudem,Telangana
Palwancha|Bhadradri Kothagudem|Telangana,Palwancha,Bhadradri Kothagudem,Telangana
Pinapaka|Bhadradri Kothagudem|Telangana,Pinapaka,Bhadradri Kothagudem,Telangana
Sujathanagar|Bhadradri Kothagudem|Telangana,Sujathanagar,Bhadradri Kothagudem,Telangana
Tekulapalle|Bhadradri Kothagudem|Telangana,Tekulapalle,Bhadradri Kothagudem,Telangana
Yellandu|Bhadradri Kothagudem|Telangana,Yellandu,Bhadradri Kothagudem,Telangana
Atmakur|Hanumakonda|Telangana,Atmakur,Hanumakonda,Telangana
Bheemadevarpalle|Hanumakonda|Telangana,Bheemadevarpalle,Hanumakonda,Telangana
Damera|Hanumakonda|Telangana,Damera,Hanumakonda,Telangana
Dharmasagar|Hanumakonda|Telangana,Dharmasagar,Hanumakonda,Telangana
Elkathurthi|Hanumakonda|Telangana,Elkathurthi,Hanumakonda,Telangana
Hanumakonda|Hanumakonda|Telangana,Hanumakonda,Hanumakonda,Telangana
Hasanparthy|Hanumakonda|Telangana,Hasanparthy,Hanumakonda,Telangana
Inavolu|Hanumakonda|Telangana,Inavolu,Hanumakonda,Telangana
Kamalapur|Hanumakonda|Telangana,Kamalapur,Hanumakonda,Telangana
Khazipet|Hanumakonda|Telangana,Khazipet,Hanumakonda,Telangana
Nadikuda|Hanumakonda|Telangana,Nadikuda,Hanumakonda,Telangana
Parkal|Hanumakonda|Telangana,Parkal,Hanumakonda,Telangana
Shayampet|Hanumakonda|Telangana,Shayampet,Hanumakonda,Telangana
Velair|Hanumakonda|Telangana,Velair,Hanumakonda,Telangana
Ameerpet|Hyderabad|Telangana,Ameerpet,Hyderabad,Telangana
Asifnagar|Hyderabad|Telangana,Asifnagar,Hyderabad,Telangana
Bahadurpura|Hyderabad|Telangana,Bahadurpura,Hyderabad,Telangana
Charminar|Hyderabad|Telangana,Charminar,Hyderabad,Telangana
Golconda|Hyderabad|Telangana,Golconda,Hyderabad,Telangana
Khairatabad|Hyderabad|Telangana,Khairatabad,Hyderabad,Telangana
Marredpally|Hyderabad|Telangana,Marredpally,Hyderabad,Telangana
Musheerabad|Hyderabad|Telangana,Musheerabad,Hyderabad,Telangana
Nampally|Hyderabad|Telangana,Nampally,Hyderabad,Telangana
Saidabad|Hyderabad|Telangana,Saidabad,Hyderabad,Telangana
Shaikpet|Hyderabad|Telangana,Shaikpet,Hyderabad,Telangana
Tirumalagiri|Hyderabad|Telangana,Tirumalagiri,Hyderabad,Telangana
Beerpur|Jagtial|Telangana,Beerpur,Jagtial,Telangana
Buggaram|Jagtial|Telangana,Buggaram,Jagtial,Telangana
Dharmapuri|Jagtial|Telangana,Dharmapuri,Jagtial,Telangana
Gollapalle|Jagtial|Telangana,Gollapalle,Jagtial,Telangana
Ibrahimpatnam|Jagtial|Telangana,Ibrahimpatnam,Jagtial,Telangana
Jagtial|Jagtial|Telangana,Jagtial,Jagtial,Telangana
Jagtial Rural|Jagtial|Telangana,Jagtial Rural,Jagtial,Telangana
Kathlapur|Jagtial|Telangana,Kathlapur,Jagtial,Telangana
Kodimial|Jagtial|Telangana,Kodimial,Jagtial,Telangana
Koratla|Jagtial|Telangana,Koratla,Jagtial,Telangana
Mallapur|Jagtial|Telangana,Mallapur,Jagtial,Telangana
Mallial|Jagtial|Telangana,Mallial,Jagtial,Telangana
Medipalle|Jagtial|Telangana,Medipalle,Jagtial,Telangana
Metpalle|Jagtial|Telangana,Metpalle,Jagtial,Telangana
Pegadapalle|Jagtial|Telangana,Pegadapalle,Jagtial,Telangana
Raikal|Jagtial|Telangana,Raikal,Jagtial,Telangana
Sarangapur|Jagtial|Telangana,Sarangapur,Jagtial,Telangana
Velgatoor|Jagtial|Telangana,Velgatoor,Jagtial,Telangana
Bachannapet|Jangaon|Telangana,Bachannapet,Jangaon,Telangana
Chilpur|Jangaon|Telangana,Chilpur,Jangaon,Telangana
Devaruppula|Jangaon|Telangana,Devaruppula,Jangaon,Telangana
Ghanpur Station|Jangaon|Telangana,Ghanpur Station,Jangaon,Telangana
Jangaon|Jangaon|Telangana,Jangaon,Jangaon,Telangana
Kodakandla|Jangaon|Telangana,Kodakandla,Jangaon,Telangana
Lingalaghanpur|Jangaon|Telangana,Lingalaghanpur,Jangaon,Telangana
Narmetta|Jangaon|Telangana,Narmetta,Jangaon,Telangana
Palakurthi|Jangaon|Telangana,Palakurthi,Jangaon,Telangana
Raghunathpalle|Jangaon|Telangana,Raghunathpalle,Jangaon,Telangana
Tharigoppula|Jangaon|Telangana,Tharigoppula,Jangaon,Telangana
Zaffergadh|Jangaon|Telangana,Zaffergadh,Jangaon,Telangana
Bhupalpalle|Jayashankar Bhupalpally|Telangana,Bhupalpalle,Jayashankar Bhupalpally,Telangana
Chityal|Jayashankar Bhupalpally|Telangana,Chityal,Jayashankar Bhupalpally,Telangana
Ghanpur Mulug|Jayashankar Bhupalpally|Telangana,Ghanpur Mulug,Jayashankar Bhupalpally,Telangana
Kataram|Jayashankar Bhupalpally|Telangana,Kataram,Jayashankar Bhupalpally,Telangana
Mahadevpur|Jayashankar Bhupalpally|Telangana,Mahadevpur,Jayashankar Bhupalpally,Telangana
Malharrao|Jayashankar Bhupalpally|Telangana,Malharrao,Jayashankar Bhupalpally,Telangana
Mogullapalle|Jayashankar Bhupalpally|Telangana,Mogullapalle,Jayashankar Bhupalpally,Telangana
Mutharam Mahadevpur|Jayashankar Bhupalpally|Telangana,Mutharam Mahadevpur,Jayashankar Bhupalpally,Telangana
Palimela|Jayashankar Bhupalpally|Telangana,Palimela,Jayashankar Bhupalpally,Telangana
Regonda|Jayashankar Bhupalpally|Telangana,Regonda,Jayashankar Bhupalpally,Telangana
Tekumatla|Jayashankar Bhupalpally|Telangana,Tekumatla,Jayashankar Bhupalpally,Telangana
Aiza|Jogulamba Gadwal|Telangana,Aiza,Jogulamba Gadwal,Telangana
Alampur|Jogulamba Gadwal|Telangana,Alampur,Jogulamba Gadwal,Telangana
Dharur|Jogulamba Gadwal|Telangana,Dharur,Jogulamba Gadwal,Telangana
Gadwal|Jogulamba Gadwal|Telangana,Gadwal,Jogulamba Gadwal,Telangana
Ghattu|Jogulamba Gadwal|Telangana,Ghattu,Jogulamba Gadwal,Telangana
Itikyala|Jogulamba Gadwal|Telangana,Itikyala,Jogulamba Gadwal,Telangana
Kaloor Thimmandoddi|Jogulamba Gadwal|Telangana,Kaloor Thimmandoddi,Jogulamba Gadwal,Telangana
Maldakal|Jogulamba Gadwal|Telangana,Maldakal,Jogulamba Gadwal,Telangana
Manopad|Jogulamba Gadwal|Telangana,Manopad,Jogulamba Gadwal,Telangana
Rajoli|Jogulamba Gadwal|Telangana,Rajoli,Jogulamba Gadwal,Telangana
Undavelly|Jogulamba Gadwal|Telangana,Undavelly,Jogulamba Gadwal,Telangana
Waddepalle|Jogulamba Gadwal|Telangana,Waddepalle,Jogulamba Gadwal,Telangana
Banswada|Kamareddy|Telangana,Banswada,Kamareddy,Telangana
Bhiknoor|Kamareddy|Telangana,Bhiknoor,Kamareddy,Telangana
Bibipet|Kamareddy|Telangana,Bibipet,Kamareddy,Telangana
Bichkunda|Kamareddy|Telangana,Bichkunda,Kamareddy,Telangana
Birkoor|Kamareddy|Telangana,Birkoor,Kamareddy,Telangana
Domakonda|Kamareddy|Telangana,Domakonda,Kamareddy,Telangana
Gandhari|Kamareddy|Telangana,Gandhari,Kamareddy,Telangana
Jukkal|Kamareddy|Telangana,Jukkal,Kamareddy,Telangana
Kamareddy|Kamareddy|Telangana,Kamareddy,Kamareddy,Telangana
Lingampet|Kamareddy|Telangana,Lingampet,Kamareddy,Telangana
Machareddy|Kamareddy|Telangana,Machareddy,Kamareddy,Telangana
Madnoor|Kamareddy|Telangana,Madnoor,Kamareddy,Telangana
Nagareddipet|Kamareddy|Telangana,Nagareddipet,Kamareddy,Telangana
Nasurullabad|Kamareddy|Telangana,Nasurullabad,Kamareddy,Telangana
Nizamsagar|Kamareddy|Telangana,Nizamsagar,Kamareddy,Telangana
Pedda Kodapgal|Kamareddy|Telangana,Pedda Kodapgal,Kamareddy,Telangana
Pitlam|Kamareddy|Telangana,Pitlam,Kamareddy,Telangana
Rajampet|Kamareddy|Telangana,Rajampet,Kamareddy,Telangana
Ramareddy|Kamareddy|Telangana,Ramareddy,Kamareddy,Telangana
